Date,AAPL US Equity - Price Earnings Ratio (P/E),AAPL US Equity - Enterprise Value/EBITDA,AAPL US Equity - Price to Sales Ratio,IBM US Equity - Price Earnings Ratio (P/E),IBM US Equity - Enterprise Value/EBITDA,IBM US Equity - Price to Sales Ratio,IBM US Equity - Price to Free Cash Flow,WMT US Equity - Price Earnings Ratio (P/E),WMT US Equity - Enterprise Value/EBITDA,WMT US Equity - Price to Sales Ratio,KO Equity (USD) - Price Earnings Ratio (P/E),KO Equity (USD) - Enterprise Value/EBITDA,KO Equity (USD) - Price to Sales Ratio,AAPL_returns,IBM_returns,WMT_returns,KO_returns
2014-12-01,18.5553,9.5545,3.9695,8.2439,7.9651,1.654,11.8702,17.7845,9.2691,0.585,21.8973,17.3534,4.2685,0.061424846562810664,-0.04444056709123434,-0.0049515598511845615,-0.02486977196105411
2014-11-01,16.85,8.4941,3.6047,8.3573,8.0576,1.6767,12.0334,15.4949,8.2517,0.5097,20.4564,16.309,3.9876,-0.06786657990155098,-0.003896453017476542,-0.018962890305653013,-0.05171025689001263
2014-10-01,15.7189,7.9957,3.3627,9.65,9.1764,1.9361,13.8948,15.5672,8.2365,0.5156,20.8374,16.6052,4.0619,0.10120354893533379,-0.013564573679292646,0.14776468723312064,0.07043919459890069
2014-09-01,16.5912,8.1232,3.5612,10.8456,9.1043,1.9865,14.459,15.3697,8.151,0.5091,20.3989,16.6539,3.9778,0.0719602007346587,-0.13396180834750016,-0.002615500195153775,-0.011131835468464413
2014-08-01,15.4743,7.4244,3.3215,10.81,9.0786,1.98,14.4116,14.9788,7.9771,0.4962,19.2107,15.7745,3.7461,-0.012183771086355377,-0.007006363699116225,0.019520175267101925,0.022530832964391845
2014-07-01,15.0422,7.2197,3.2287,10.2235,8.7624,1.8725,13.6297,15.0877,8.1624,0.5115,20.7118,16.9178,4.0389,0.07217538015859759,0.003286517896805119,0.0260942269142046,0.06184817323967984
2014-06-01,15.1459,7.1222,3.2238,10.6775,9.2489,1.9341,14.5158,15.4294,8.3253,0.5231,20.0519,16.3545,3.8991,0.02873137282243965,0.05737324190729698,-0.019847895459017995,-0.0654987866922434
2014-05-01,14.1192,6.4827,3.0053,11.3789,9.7765,2.0612,15.4693,16.0203,8.5921,0.5432,19.9931,16.3111,3.8877,0.03340184663882484,-0.011035937009408858,-0.0160902975906142,0.035443755435949464
2014-04-01,12.8427,5.9718,2.7336,11.1484,9.8447,2.0194,15.1559,15.2386,8.2587,0.5244,18.9491,15.5761,3.6847,0.07271779482737295,-0.061638140686558374,-0.03688402578244421,0.0029420937219235554
2014-03-01,13.0556,5.7901,2.7613,10.7754,9.0738,1.9525,13.916,14.8936,8.1162,0.5125,18.5585,15.1891,3.6154,0.0993963251647274,0.020676344216872033,0.04964396321894804,0.06345533615883503
2014-02-01,12.4195,5.3858,2.6268,10.2814,9.0327,1.863,13.278,14.8896,8.1144,0.5124,18.3739,15.083,3.5794,0.02605837956453505,0.04523077420651522,0.023159386410140925,0.012041827230909963
2014-01-01,13.9184,6.4155,2.9438,10.9151,9.5306,1.9778,14.0964,15.1618,8.3231,0.5466,20.0695,16.3457,3.9097,0.05121804925024076,0.048052607910627154,0.0002680250174551535,0.010047853364837378
2013-12-01,14.0315,6.6453,3.0162,10.9315,8.9503,1.8838,13.873,15.6089,8.545,0.5627,19.3732,15.7838,3.7844,-0.10769632481255909,-0.05805862246903759,-0.04543500802446776,-0.08448332171707063
2013-11-01,13.1896,6.1069,2.8352,10.9029,8.9294,1.8789,13.8367,14.7881,8.1701,0.5331,19.0743,15.5606,3.726,0.01479165681637662,0.04951749460873378,-0.02863866595791076,0.03506813684975918
2013-10-01,12.03,5.4402,2.586,11.2661,9.267,1.9414,14.2977,14.4453,7.8662,0.5198,18.2597,15.0052,3.5668,0.06384191545889917,0.0026229273537845543,0.05550524741114482,0.015668291131480494
2013-09-01,12.1682,5.602,2.6882,11.2568,9.2417,1.9032,13.4313,14.2539,7.8213,0.5129,18.6161,14.7717,3.5873,0.09638142564309149,-0.03223878863844776,0.037722904425943504,0.05221185873166623
2013-08-01,11.3019,5.0379,2.4968,12.0455,9.8258,2.0366,14.3723,15.2227,8.2661,0.5478,19.5425,15.4402,3.7659,-0.015028082803483223,0.021043801160817388,0.01958173144878428,-0.007857351490084152
2013-07-01,9.9033,4.3413,2.1878,11.8027,9.7527,1.9956,14.0827,14.7213,8.0074,0.5305,19.5571,15.5163,3.7687,0.07665781681400774,-0.06547368227576011,-0.06363831103210826,-0.04740544412520009
2013-06-01,10.7361,4.8353,2.4959,13.0046,10.0397,2.1769,14.5261,14.7905,8.0714,0.533,19.5785,15.3878,3.7457,0.14122514685284515,0.02056389691583793,0.04631481324123876,0.0061587669993308225
2013-05-01,10.5701,4.7216,2.4573,12.662,9.7961,2.1195,14.1435,15.3597,8.3321,0.5535,20.7241,16.2093,3.9649,-0.11245709410424354,-0.07698382291904582,0.001293261669134127,0.0030009236137991113
2013-04-01,10.5672,4.7228,2.4567,13.3347,10.3233,2.2321,14.8948,14.9361,8.0351,0.5383,19.7988,15.5552,3.7879,0.015696283757292706,0.027056521580386406,-0.03705585063425665,-0.05528015192410107
2013-03-01,10.0091,4.6813,2.5114,12.6368,9.6758,2.0955,14.104,14.1277,7.7703,0.5092,19.0417,14.8108,3.6321,0.00027124575161074915,-0.05044570423580541,0.04532170253591561,0.05431324299269269
2013-02-01,10.3286,4.9044,2.5916,12.7777,9.8999,2.1189,14.2613,13.9621,7.6936,0.5032,18.3139,14.377,3.4933,0.008699215067474508,0.06656294798293638,0.05721926284682688,0.044421814735585485
2013-01-01,12.0674,6.1345,3.0279,12.0528,9.3817,1.9987,13.4523,13.8679,7.8374,0.4991,17.827,14.029,3.4004,-0.030933620045572097,-0.011030549557545122,0.011865763705405152,0.03974192453819847
2012-12-01,13.2536,7.3365,3.495,12.281,9.543,2.0029,12.9604,14.6382,8.2227,0.5268,19.3782,14.747,3.5988,-0.14408962885179244,0.06014108897516146,0.03089767145949529,0.027310123997768
2012-11-01,13.481,7.4979,3.555,12.5692,9.748,2.0499,13.2645,15.248,8.5033,0.5488,19.0,14.4826,3.5286,-0.08658978930280015,0.012196787379135765,-0.05262421612819401,-0.03748054433768411
2012-10-01,15.1065,8.6144,3.9836,13.404,10.4503,2.1861,14.1455,15.3112,8.3828,0.5472,19.3833,14.8012,3.5998,-0.016864434446485443,-0.022927146867637527,-0.039989574134822514,0.01990309540502677
2012-09-01,15.638,9.0674,4.1685,13.0433,9.5942,2.0478,13.3241,15.0622,8.3147,0.5383,18.9568,14.7812,3.5703,-0.10760042123868518,-0.062280086457722206,0.01653183204469766,-0.013110608460391027
2012-08-01,14.3573,8.1529,3.8271,13.1189,9.6453,2.0596,13.4014,15.4419,8.4882,0.5519,20.4774,15.8647,3.8567,0.007101495550085435,0.06921098691469307,0.02202590378059588,0.014170864168308928
2012-07-01,13.7283,7.6792,3.6595,13.0921,9.7101,2.0554,13.374,14.6734,8.1423,0.5258,19.816,15.4371,3.7321,0.08920047488392502,-0.005765475626159811,-0.02458632233048108,-0.07425735657549937
2012-06-01,14.0875,8.0685,3.7749,13.2849,9.5157,2.0341,13.3296,13.8526,7.8002,0.4964,19.2874,14.9818,3.6082,0.04582138213361686,0.002045370284319059,0.06755563372331186,0.04043639510161601
2012-05-01,14.2399,8.1782,3.8158,14.2614,10.1643,2.1836,14.3094,12.3983,7.1341,0.4443,19.6977,15.2734,3.685,0.010853146424000037,0.01814025833666366,0.06644026991373808,0.046300351119830774
2012-04-01,14.6196,8.4211,3.9175,14.3695,10.279,2.2002,14.4179,13.212,7.251,0.4735,19.1015,14.8815,3.5734,-0.010702407925239354,-0.06847625364079224,0.11729800213562447,-0.020833470035892643
2012-03-01,15.4497,8.974,3.9368,14.0259,9.7823,2.1012,14.2228,12.7544,7.0772,0.4571,18.1057,14.2596,3.4283,-0.02596926311778991,-0.007524347239575291,-0.03097573839597767,0.0387638937956587
2012-02-01,13.0014,7.2118,3.3129,13.7314,9.6019,2.0571,13.9242,13.2466,7.3024,0.4748,17.5018,13.8695,3.314,0.10528306088534922,0.06472080469543995,0.035883566996866456,0.05940480229825407
2012-01-01,11.5352,6.1301,2.9393,13.1097,9.3353,1.964,13.2938,13.6006,7.6196,0.474,18.1342,14.3265,3.4337,0.1883110250130806,0.02144291896339756,-0.037157825587566196,0.034503128559855156
2011-12-01,13.8128,7.6859,3.2635,14.0801,9.6388,2.0482,14.8036,13.4048,7.5713,0.4672,18.32,14.6512,3.353,0.12711075504142566,0.04742245111355681,0.033189790118991036,-0.03487227443401941
2011-11-01,14.6288,8.2739,3.4563,13.8277,9.4784,2.0115,14.5383,12.9087,7.3518,0.4499,18.617,14.8701,3.4074,0.05965464733601711,-0.0179831570011737,0.014600614946956192,0.04831574802327143
2011-10-01,13.781,7.6381,3.256,13.0967,9.1243,1.9051,13.7697,12.0109,6.8766,0.4245,18.4099,14.866,3.3695,-0.0557833902268311,0.018253036605503814,0.03843469526846266,-0.015953962363610574
2011-09-01,15.2348,8.7346,3.5337,13.3045,9.1548,1.9317,13.7143,12.3094,7.0488,0.435,19.8735,16.198,3.8415,0.06152336932027658,0.05581273104798168,0.09287075593291272,0.018146341812045996
2011-08-01,15.4584,8.8976,3.5856,14.0738,9.6455,2.0434,14.5072,12.1983,6.9995,0.4311,19.1852,15.6339,3.7085,-0.009121130044871029,0.021648147208900514,-0.017193831822678307,-0.041022039244957176
2011-07-01,13.2886,7.2916,3.0823,13.2767,9.257,1.9277,13.6856,12.714,6.9789,0.4472,19.5898,16.5126,4.0687,-0.014468956019412893,-0.054660484030709555,0.009106352447276755,0.035877432899803496
2011-06-01,16.5791,9.5123,3.6513,13.6348,9.2938,1.9817,13.9121,13.2117,7.2255,0.4647,19.4501,16.4047,4.0396,0.16328494087433865,0.06004052111543534,-0.008091605042073291,0.018017042094487845
2011-05-01,16.6888,9.5914,3.6754,13.768,9.3783,2.001,14.0479,13.1542,7.2005,0.4627,19.6393,16.5843,4.0789,-0.03495917860113962,0.02005051865211449,-0.031300506156967445,0.007184429504144996
2011-04-01,16.6114,9.5356,3.6584,13.1618,9.0511,1.9129,13.4295,12.7606,6.8295,0.4505,19.7162,16.6396,4.3599,-0.006569685042075224,-0.009672463877431259,0.004365485273258862,-0.009635219424066754
2011-03-01,19.7214,11.7249,4.2342,13.5203,9.259,1.9608,12.7351,12.7435,6.9331,0.4499,18.997,16.0783,4.2008,0.004648906804778141,0.04605364737019735,0.06369556863938297,0.024255683347571333
2011-02-01,18.9458,11.1602,4.0677,13.5303,9.4263,1.9622,12.7446,13.7462,7.3721,0.4853,18.679,16.0062,4.1305,-0.013306927044291705,0.011339469104327593,0.0013466428750117387,0.03785994841721285
2011-01-01,18.01,10.4223,3.8668,12.2575,8.6023,1.7776,11.5457,13.6803,6.3629,0.4789,19.5468,16.6917,4.3224,0.04093492400523924,-0.0007403907812669752,-0.07294476588504473,0.017024621337948576
2010-12-01,20.538,12.0755,4.3404,12.3536,8.4527,1.7753,11.3091,13.7208,6.4847,0.4803,18.385,14.2338,4.5506,0.05195938372724873,0.10384281932058448,0.045431249726855194,-0.044397244796930524
2010-11-01,19.8667,11.5949,4.1986,12.5405,8.5712,1.8021,11.4802,13.7411,6.4924,0.481,17.8466,13.8181,4.4173,0.03667038820599622,0.042076725032535345,-0.0029580086611732392,0.048353990658770885
2010-10-01,18.7294,10.726,3.9582,11.7144,8.1604,1.6834,10.7239,13.8473,6.2776,0.4855,17.4903,13.5118,4.2692,0.03378999832877416,-0.014902320205308683,-0.0014771059314880874,0.030169391122184974
2010-09-01,18.3057,10.0581,3.8565,11.1046,7.5191,1.5759,9.5401,12.9727,6.0478,0.4548,16.702,12.911,4.0768,0.06072228026500226,0.0705233464899453,0.012145209128578971,0.055785166789625196
2010-08-01,19.3712,10.7958,4.081,11.5798,7.8175,1.6434,9.9484,13.2444,6.1516,0.4643,16.4712,12.7219,4.0204,0.16721541808086537,0.0948155591284543,0.07364080060979994,0.047244338762217675
2010-07-01,18.9405,10.4456,3.9903,11.1361,7.6557,1.5804,9.5672,12.7,5.8903,0.4447,15.638,12.1191,3.7071,-0.05500514824389047,-0.04104356272149634,-0.020511726013490605,0.013971507735013544
2010-06-01,21.8065,12.1315,4.5292,11.5244,7.722,1.6254,9.1516,13.3579,6.1955,0.4677,16.0374,12.4205,3.8017,0.022740894741243523,0.039844623337137675,0.06490555226685424,0.1088635364456021
2010-05-01,22.1638,12.3735,4.6035,11.8685,7.9392,1.674,9.4248,14.1716,6.5179,0.4962,16.677,12.9031,3.9534,-0.02082707296438069,-0.009157775746535979,-0.043725098635871595,-0.024902287862800243
2010-04-01,19.9491,10.8271,4.1434,11.7995,7.9923,1.6642,9.37,15.0881,6.7018,0.5264,17.9714,13.7293,4.1188,-0.016124599047704913,-0.028992347745035008,-0.0574197483277612,-0.03835381556724193
2010-03-01,19.9824,10.3068,3.9323,11.9694,7.944,1.6825,9.2966,14.6729,6.6199,0.5119,17.2264,13.1741,3.948,0.11102117366747488,0.005848455105765371,-0.02981404737084925,-0.020227788888141474
2010-02-01,18.7562,9.5015,3.691,11.5204,7.7436,1.6193,8.9479,14.4992,6.553,0.5058,17.7263,13.6157,4.0626,0.1484704446338705,0.013082590502364377,0.028296831202758943,0.04324726394930578
2010-01-01,20.5793,10.5947,4.0498,12.3214,8.2516,1.7319,9.5701,14.9809,7.0574,0.5165,18.6249,14.2888,4.2686,0.06539589926160327,0.038973923810251554,0.011977944083982006,-0.028202996106088896
2009-12-01,22.0408,11.6954,4.1614,12.3403,8.2438,1.6831,9.1337,15.2892,7.2501,0.5271,18.9577,14.8053,4.3238,-0.08859655105178232,-0.06501156134181363,0.004666345264016325,-0.04824542379564001
2009-11-01,20.7828,10.8723,3.9239,11.7797,7.8933,1.6066,8.7188,13.9243,6.7128,0.4801,17.6684,13.8175,4.0298,0.05412408905047483,0.04066059088443552,-0.020164936366075192,0.0035841864942014467
2009-10-01,20.4355,10.5858,3.8583,11.682,7.8171,1.5933,8.6465,13.9545,6.5745,0.478,17.7557,13.9631,4.0112,0.06053070680859518,0.04759113123492176,0.09802800809349654,0.07296928240765999
2009-09-01,19.1583,10.0652,3.5463,12.0133,7.9783,1.5535,9.43,14.4605,6.8307,0.4953,16.1256,12.7206,3.6429,0.016994634113891793,0.008360827617393873,0.012018645950522933,0.0008507571738847197
2009-08-01,18.6093,9.7017,3.4447,12.0011,7.9709,1.5519,9.4204,14.179,6.7195,0.4857,16.4794,12.977,3.7229,0.10189668379792938,0.01794056945891631,-0.029697371973472997,0.10108684537570833
2009-07-01,16.2221,8.0766,3.0028,10.6262,7.1873,1.3741,8.3412,13.8881,6.5597,0.4716,15.3605,12.1946,3.498,0.02950019073879373,0.0010178185326712441,0.01984693812732563,-0.02146888785119394
2009-06-01,16.9339,8.6082,3.0116,11.2747,7.4847,1.3593,8.9791,14.2608,6.7296,0.4843,15.735,12.4779,3.5833,0.1471597982033528,0.12938124749525448,0.029727695034235557,0.047420463267930923
2009-05-01,15.6895,7.7776,2.7903,10.9491,7.2913,1.3201,8.7198,14.4501,6.8044,0.4907,13.7793,10.997,3.1379,0.04874454417564267,-0.012369461414969418,-0.020884276832310422,-0.023799915784113335
2009-04-01,13.1072,6.0389,2.331,10.2786,6.9869,1.2392,8.1858,14.9804,6.9606,0.5075,13.9524,11.0032,3.1853,0.0793137883465429,0.029745023676031268,-0.01309535119921923,0.1419280715249709
2009-03-01,11.9879,5.2525,2.0309,9.8107,6.7558,1.1529,8.1456,14.1581,6.6363,0.4796,12.9683,10.2615,2.9606,0.19701224503439252,0.06522893535678564,-0.027172326656041745,-0.010114324199720026
2009-02-01,12.098,5.3271,2.0495,9.7702,6.7248,1.1481,8.112,13.5485,6.3959,0.459,13.5619,10.7041,3.0962,0.17702419458170815,0.058536048291329745,0.058082229672029806,0.07588796337688009
2009-01-01,11.4564,4.8779,1.9408,8.9717,6.2691,1.0543,7.4491,16.2965,8.7709,0.5506,14.3714,11.3139,3.281,-0.00909817934559276,0.004146028778750921,0.04499151618996233,-0.04377319003857294
2008-12-01,13.8107,6.618,2.2285,9.1912,6.335,1.0131,8.4644,16.2442,8.7686,0.5489,15.1683,11.2722,3.3759,0.05600525477236018,0.08899730353889734,-0.15583540570322352,-0.056328824719030335
2008-11-01,16.0343,8.1268,2.5873,10.4719,7.0556,1.1543,9.6438,16.2238,8.7594,0.5482,14.2589,10.6172,3.1735,-0.07899040694623416,0.03713825537606841,0.0032211925893956828,-0.025924181172982674
2008-10-01,16.9389,8.7114,2.7332,13.1741,8.6389,1.4521,12.1323,17.8329,9.3109,0.6021,17.1133,12.6622,3.8088,-0.13867449829806633,-0.12229738726746742,0.0012539224051757447,0.06377661829630799
2008-09-01,32.6019,19.6879,4.6852,14.3369,9.2202,1.5341,12.0659,17.5887,9.2212,0.5939,17.532,13.0166,3.8345,-0.05340495036496318,-0.20511286358644798,-0.06812468696083951,-0.16086722406981058
2008-08-01,30.5673,18.262,4.3929,15.073,9.6326,1.6129,12.6854,17.4547,9.1612,0.5893,17.3401,12.879,3.7925,-0.32955839584724045,-0.03544277951272734,0.01797111386786665,0.015556142176309296
2008-07-01,32.2,19.2979,4.6275,13.96,9.1167,1.4938,11.7487,17.2477,9.1268,0.5842,17.5017,13.0562,3.8279,0.06656221723298161,-0.048835654542789375,0.007676023534500365,0.01106792214101282
2008-06-01,38.5992,24.1787,5.544,16.2027,10.2861,1.7005,13.7013,17.7204,9.3498,0.6002,20.3772,15.1449,4.3984,-0.050704440236485904,0.0797268344183748,0.04306049477279661,-0.002701103729190746
2008-05-01,35.5726,22.0265,5.1093,15.1099,9.6723,1.5858,12.7772,17.794,9.3826,0.6027,20.9502,15.5575,4.5221,-0.11290099822469446,-0.08047195136894936,-0.022564891607277704,-0.09221121772531804
2008-04-01,29.3456,17.5503,4.2149,14.4138,9.3453,1.5128,12.1886,16.5744,8.8238,0.5654,21.6619,16.0782,4.6757,0.08508166270950701,0.07232787336188129,-0.004139059797492073,-0.027348216216216192
2008-03-01,27.5374,16.4234,4.0202,15.1259,9.4427,1.5609,13.3926,15.6022,8.4798,0.5323,21.6519,16.2345,4.6851,0.21219540576625806,0.04828895250318199,0.10584530364037215,-0.026637511390971813
2008-02-01,29.815,18.0498,4.3527,14.2292,8.907,1.4684,12.5987,15.964,8.6428,0.5446,21.8519,16.2905,4.7284,0.14781636285235433,0.015108239651788091,0.06231083115033087,0.041225022691205426
2008-01-01,43.63,27.8389,6.3695,14.3607,8.9799,1.4819,12.7151,15.5408,8.4895,0.5271,22.7296,16.9216,4.9183,-0.07638902774401402,0.06301997718150765,-0.022664645201024403,-0.009152348209590322
2007-12-01,46.4847,30.451,6.4087,15.1074,9.3464,1.5167,12.3071,15.6618,8.5431,0.5312,23.5227,17.8387,5.2409,-0.31663960791201284,-0.00915896207296818,0.0723478562858415,-0.03861854464993941
2007-11-01,48.4566,31.6439,6.6806,16.6787,10.193,1.6745,13.5872,14.7822,8.2571,0.5014,23.3939,17.7442,5.2122,0.08703768350490759,0.03140724904461112,-0.007724114710716878,-0.006391071167089146
2007-10-01,39.1505,24.9425,5.3976,16.92,10.2069,1.6987,13.7838,14.6477,8.4636,0.4974,21.7689,16.57,4.8502,-0.04069498037969399,-0.09421257211797229,0.05950015085330507,0.005505194820497383
2007-09-01,38.7899,24.8627,5.2236,17.3611,10.5248,1.7525,14.6404,14.6409,8.5294,0.4972,21.0902,16.0797,4.7689,0.23770102182560238,-0.014261567974827027,0.035738591102153716,0.08125300895103038
2007-08-01,36.9076,23.3563,4.9701,16.4624,10.0529,1.6618,13.8826,15.4195,8.9013,0.5236,20.4353,15.6002,4.6208,0.10824681113701828,0.013082142920916251,0.0055065477475739755,0.06861250689541976
2007-07-01,34.1849,21.3966,4.6035,15.659,10.3831,1.5807,13.2051,16.3639,9.338,0.5622,20.5137,15.6336,4.6385,0.05100223427468298,0.054586623410439294,-0.05048932923300209,0.032047346463423665
2007-06-01,38.2306,24.5795,4.8043,16.3699,9.9794,1.6613,14.7576,16.1905,9.2846,0.5562,21.7172,16.1156,4.9577,0.0796460572956652,0.05130579273346392,-0.044897377300404995,0.002843993779301446
2007-05-01,31.4827,19.5678,3.9563,15.6957,9.6,1.5929,14.1498,16.2993,9.3369,0.56,21.3893,15.8775,4.8829,0.0070136244048844,-0.008820361391294385,0.015405727249131695,-0.012832362591887359
2007-04-01,29.3091,17.9856,3.6832,14.4749,9.0265,1.469,13.0493,16.1897,9.2003,0.5607,19.6721,14.6638,4.4909,0.21432855746998558,0.04295094093066254,-0.006678251512646782,0.015328665350365922
2007-03-01,30.5451,18.6425,3.4842,14.5768,8.9858,1.4844,12.7099,16.6586,9.5129,0.5769,19.6962,14.6553,4.5494,0.07415764293341343,0.08434094484901533,0.025546109360436775,0.09505590104616646
2007-02-01,30.9495,18.8939,3.5303,15.5508,9.5435,1.5836,13.5592,16.4448,9.4082,0.5695,20.2025,15.2052,4.6664,0.09809705237714827,0.0172589667653833,-0.028151596831548553,0.02827784751240192
2007-01-01,30.6282,18.6357,3.4936,15.2371,9.3654,1.5517,13.2857,16.318,10.0125,0.568,20.3587,15.3203,4.7024,-0.013064203401421115,-0.06263234489035385,0.013000481612892356,-0.025062536283118608
2006-12-01,40.2018,25.42,4.0028,14.7561,9.0644,1.5175,12.5108,16.2898,9.998,0.567,20.2727,14.9529,4.6558,0.010490445245532332,0.02058677973943679,0.03651254619305133,-0.007668334720087433
2006-11-01,35.5614,21.9751,3.5407,14.8219,9.1019,1.5243,12.5666,17.4134,10.5778,0.6061,20.2251,14.9181,4.6448,-0.07440546058560027,0.060326893579497165,0.0017353506557280518,0.03720967935775232
2006-10-01,33.7632,20.6729,3.3617,13.154,8.2302,1.3527,11.1525,17.5516,10.178,0.6231,19.342,14.2634,4.442,0.13048864821496275,-0.004440669054003532,-0.06452888856399541,0.0023549869022299053
2006-09-01,31.5581,19.6721,3.1247,13.427,8.2617,1.3703,10.6704,15.9146,9.369,0.565,19.8274,14.5579,4.5562,0.053260280675999194,0.1268004505828737,-0.0008113667533331537,0.05294701266920665
2006-08-01,31.6093,19.71,3.1298,12.8367,7.9302,1.31,10.2013,15.8363,9.3279,0.5622,19.6903,14.4579,4.5246,0.1345620340687148,0.01601554025861973,0.10703743870437377,-0.0029007263631040114
2006-07-01,26.6372,16.0246,2.6375,12.7388,8.0094,1.3,10.1235,17.3899,10.1568,0.6254,19.0354,14.0596,4.3742,-0.0016189889953465153,0.04598871016431327,0.00494359501779007,0.00696628759478668
2006-06-01,30.1869,18.3976,2.8598,13.677,9.1458,1.3605,10.053,17.491,10.2061,0.629,20.0136,14.6371,4.5347,0.18665968278617862,0.007680070693541374,-0.07618899554333947,0.041860037248767634
2006-05-01,35.5505,22.3332,3.368,14.0947,9.4039,1.4021,10.36,16.2563,9.5901,0.5846,19.0727,13.9566,4.3215,-0.041826788889177235,-0.035071628153404255,-0.002291798578413551,-0.022938933559570218
2006-04-01,31.6768,19.5127,3.001,14.1169,9.5128,1.4043,10.3764,17.6269,10.2971,0.6311,19.0318,13.9978,4.3122,-0.1508738027590718,-0.029633679167134885,0.07594970790089306,0.04933263454672776
2006-03-01,36.8226,22.6672,3.4716,14.3257,9.3172,1.3457,11.0702,16.9254,9.9401,0.606,19.2523,14.1246,4.3332,0.12228950509748593,-0.0015760169245282452,-0.04325308958333152,0.009466361075130214
2006-02-01,40.5968,25.1974,3.8274,14.5149,9.4321,1.3635,11.2165,17.2052,10.0794,0.616,18.9817,13.9354,4.2722,-0.08424541020869791,0.030372237564594284,0.04144643619463051,-0.002382503782151324
2006-01-01,38.6505,23.798,3.6439,14.6756,9.5297,1.3786,11.3406,18.2101,10.3508,0.6425,18.4908,13.5785,4.1618,-0.09296848151770154,-0.013038189005068812,-0.016265440632925565,0.014257256803700047
2005-12-01,43.4744,26.3546,3.9357,17.2941,10.6985,1.46,15.3232,18.8949,10.6793,0.6667,19.5826,13.9741,4.4912,0.05035482502032407,-0.010948662536483411,-0.011747391684833963,0.02654466315949322
2005-11-01,36.9167,21.6953,3.342,15.9285,9.9261,1.3448,14.1132,18.4086,10.4448,0.6495,19.6239,14.0038,4.5007,0.060011281513673964,-0.07314880448406047,-0.03624362873489384,-0.04952983170421266
2005-10-01,34.3654,19.8826,3.1111,15.6056,9.8344,1.3175,13.8271,17.3889,10.1936,0.6181,19.8119,14.2443,4.5438,0.1776355965975458,0.08573538226525557,0.0264212594079114,-0.002103514904010839
2005-09-01,38.9441,20.4861,2.9642,16.3493,10.3628,1.3127,14.8443,17.8413,10.4193,0.6342,20.8531,14.826,4.7253,0.074239847727819,0.020692915501984377,0.0796444596797854,-0.0031854335626889663
2005-08-01,35.4226,18.0253,2.6962,16.9253,10.6896,1.3589,15.3673,19.5833,11.3338,0.6961,20.7393,14.8757,4.6995,0.14331395682462444,-0.002568774571009236,-0.022273521047558864,-0.01840943049414301
2005-07-01,30.5723,14.8845,2.327,15.0474,9.7179,1.2082,13.6622,19.5935,11.6377,0.6999,20.1691,14.5951,4.5803,0.09941433659048271,-0.0340283898507685,-0.08895597881843242,0.005484731333484705
2005-06-01,43.2621,21.763,2.8029,15.1921,8.9499,1.2322,12.587,19.1992,11.5546,0.6858,21.5604,15.6021,4.8963,0.15865229056039687,0.12479871269828346,0.02385870584568739,0.0548638054616406
2005-05-01,39.2369,19.1313,2.5421,15.359,9.0376,1.2458,12.7253,19.1626,11.5354,0.6845,20.9855,15.186,4.7657,-0.07419491406505174,-0.015260365264536668,0.023805745781393606,-0.06453028115706472
2005-04-01,45.3411,23.0372,2.9376,18.3753,10.7382,1.4904,15.2243,20.7925,12.762,0.7479,20.1304,14.5811,4.5716,0.10260649566992286,-0.010866790570446372,0.0019089413633137653,0.027394087795865163
2005-03-01,70.1998,36.1368,3.5088,18.8548,10.7718,1.5351,13.4671,21.4149,13.1062,0.7703,20.7767,14.9263,4.7501,-0.13462919199257883,-0.16414956339147624,-0.05649641190573462,0.049298159720503554
2005-02-01,60.169,29.2706,3.0074,19.0259,11.0596,1.549,13.5893,21.7427,13.2848,0.7821,20.1408,14.4713,4.6048,-0.07111022238389453,-0.01107911466414524,-0.02906387219920914,-0.026401921182373722
2005-01-01,50.3886,23.259,2.5186,20.0768,11.6255,1.6346,14.3399,22.7672,14.1999,0.815,20.2136,14.5234,4.6214,0.1667103353072381,-0.008991332642860561,-0.015076347993988715,0.031573234895268865
2004-12-01,90.8455,41.1751,3.0123,19.6969,11.2864,1.6047,12.7437,22.4397,14.0422,0.8033,19.0825,13.7648,4.3838,0.19409930160109612,-0.05234324889390651,-0.005535774425929452,-0.0036017054277506233
