Date,AAPL US Equity - Price Earnings Ratio (P/E),AAPL US Equity - Enterprise Value/EBITDA,AAPL US Equity - Price to Sales Ratio,IBM US Equity - Price Earnings Ratio (P/E),IBM US Equity - Enterprise Value/EBITDA,IBM US Equity - Price to Sales Ratio,IBM US Equity - Price to Free Cash Flow,WMT US Equity - Price Earnings Ratio (P/E),WMT US Equity - Enterprise Value/EBITDA,WMT US Equity - Price to Sales Ratio,KO Equity (USD) - Price Earnings Ratio (P/E),KO Equity (USD) - Enterprise Value/EBITDA,KO Equity (USD) - Price to Sales Ratio,AAPL_returns,IBM_returns,WMT_returns,KO_returns
2004-11-01,70.9964,29.7861,2.3542,18.7584,10.7877,1.5283,12.1366,23.2414,14.4834,0.832,19.7379,14.2326,4.5343,-0.03952283566927184,0.04807453414227325,0.014598534715999367,0.0659577753520939
2004-10-01,52.5021,19.1745,1.7409,17.9203,10.4024,1.46,11.5943,23.75,14.4514,0.8447,19.4417,14.0606,4.4663,0.2795802931076472,0.05002870722617203,-0.03449562376396764,-0.0332017877568922
2004-09-01,62.7091,22.3171,1.653,17.8571,10.4035,1.4828,11.5065,23.5134,14.4041,0.8363,21.1896,15.6929,5.002,0.35225844517249794,0.04676873603941334,0.013533716238607107,0.021173046401162132
2004-08-01,58.8,19.4286,1.55,18.359,10.6701,1.5245,11.8299,23.6652,14.4867,0.8417,20.7867,15.4571,4.9069,0.1235137117121583,0.014542155214767982,0.012457292884822557,-0.10422723415296353
2004-07-01,59.1636,19.6302,1.5595,18.5867,10.851,1.5434,11.9766,24.6542,14.8123,0.8658,23.9242,17.7606,5.6476,0.06648055790050611,-0.027334716630473377,-0.006414043131974578,0.01937980247859805
2004-06-01,65.2558,20.5067,1.4188,19.4524,11.0339,1.5884,12.7273,26.0421,15.6208,0.9145,25.0488,18.4883,5.8241,-0.0061451686188181975,-0.012251322532749298,0.009714694720458938,-0.12691300719863063
2004-05-01,59.9535,16.75,1.3035,19.3602,11.0695,1.5808,12.6669,26.6355,15.9409,0.9354,24.6683,18.212,5.7356,0.15965795764526436,-0.002949791818283365,-0.05573512064883923,-0.016942648978364505
2004-04-01,62.8837,18.3272,1.3672,20.166,11.4879,1.6466,13.1942,29.1171,16.5028,1.0154,24.5366,18.1864,5.705,0.08844010201462926,0.004763601501904358,-0.022280463570658493,0.015423866800019947
2004-03-01,72.4848,23.675,1.283,21.1893,12.306,1.7796,15.5858,29.0537,16.4698,1.0132,25.4898,18.6795,5.837,-0.046597592006054844,-0.039960812606022245,-0.04292009097017624,0.010430244319728166
2004-02-01,68.3636,24.8632,1.2101,21.7887,12.6236,1.8299,16.0267,26.2683,15.0189,0.916,25.1224,18.4608,5.7529,0.1304339267214909,-0.046747315359170094,0.002182528783967186,0.006805421837628556
2004-01-01,64.7576,30.1633,1.1462,20.3505,11.8616,1.7091,14.9688,27.2051,15.4884,0.9371,25.8929,19.0179,5.9293,0.06028468714117796,-0.02751174254212252,0.10603533550934396,0.014622625893326191
2003-12-01,104.55,23.7155,1.2151,22.1745,13.2469,1.7102,14.2399,28.5333,16.3077,0.9828,24.734,17.7122,5.5464,0.055685488619505286,0.07067311396629972,0.01686151837044636,-0.0297541276142127
2003-11-01,114.45,27.0157,1.3302,21.9149,13.1739,1.6902,14.0732,30.2308,17.1846,1.0413,24.6809,17.6747,5.5345,0.021998351372607194,0.025490431971797678,-0.04654948912179879,0.09657832380708808
2003-10-01,103.6,22.3498,1.2041,21.6332,13.0212,1.6684,13.8924,29.5503,14.7038,1.0195,22.8511,16.4249,5.1242,-0.08650056536260742,0.011845970129259475,-0.054658077169038255,0.0021551707599691827
2003-09-01,161.5,9.3529,1.3708,20.2411,12.439,1.573,13.3344,31.3069,15.5358,1.0801,24.0442,16.6497,5.294,0.10473004522019713,0.013019401545910414,0.05550603736195714,0.08538650952218663
2003-08-01,150.5714,8.3968,1.278,20.0535,12.323,1.5584,13.2108,29.582,14.7482,1.0206,24.8453,17.2304,5.4704,-0.08359157237959047,0.07922622345055297,-0.05610936251344267,-0.01286680371875748
2003-07-01,136.1429,9.5397,1.1556,20.362,12.491,1.5824,13.4141,29.489,14.7299,1.0097,25.6409,17.7711,5.6456,0.07257932135111078,0.009353937291382675,0.058307868982180766,-0.0322443789873027
2003-06-01,99.7222,7.7541,1.1065,22.5449,14.7492,1.7225,15.78,28.9066,14.4866,0.9897,26.04,17.6396,5.6454,0.10598295424643389,-0.01515130564855216,0.043441825586338245,-0.026431249524080713
2003-05-01,79.0,7.552,0.8766,21.7409,14.2727,1.6611,15.2172,30.9451,15.4104,1.0595,23.0857,15.6896,5.0049,0.0618368836944978,-0.06120920162617316,0.020148583751110616,0.018433166271891732
2003-04-01,78.5556,9.4077,0.8717,20.0841,13.3169,1.5345,14.0576,29.3955,14.751,1.0019,23.1314,15.768,5.0148,0.26230593543933955,0.036984209720945405,-0.06587387973083614,0.12796976270730331
2003-03-01,60.04,10.6553,0.9175,20.2875,13.5825,1.5615,14.017,27.1525,13.732,0.9254,23.3837,15.9233,5.0958,0.005659268031715348,0.08249381069153383,0.08432012951870238,0.0038884268848982106
2003-02-01,57.44,7.2125,0.8778,20.3525,13.6203,1.5665,14.0619,27.0056,13.6653,0.9204,23.5233,16.0155,5.1262,-0.05796241629421628,0.008114924757400832,0.08260483369404326,0.006464161598375595
2003-01-01,57.32,5.6924,0.8759,20.1704,13.5144,1.5525,13.9361,29.7118,14.7097,0.9847,25.4884,17.3144,5.5545,0.04526402943666774,-0.003196917295435031,0.005439440401016293,-0.005931559642227691
2002-12-01,46.9697,6.4897,0.9584,20.704,13.9196,1.7817,16.3616,31.7059,15.6215,1.0508,29.6667,18.985,6.5009,0.002094785217036099,0.009032623117258165,-0.052257163602899004,-0.07709779072603651
2002-11-01,48.697,10.1005,0.9936,18.8032,12.8261,1.6182,14.8594,31.5,15.53,1.044,29.5346,18.9007,6.472,-0.07548460087898701,-0.10673489849309559,-0.06289436993129527,-0.03516206852532111
2002-10-01,43.9394,16.7571,0.8965,13.8892,9.92,1.1953,10.9761,30.2086,16.5622,0.973,30.1132,19.2765,6.5988,-0.03546765206800151,0.10108861211892894,0.006535943446691839,-0.018072410615972423
2002-09-01,30.102,17.9517,0.9057,18.0452,12.4299,1.5552,13.9348,32.8098,17.9473,1.0568,29.4654,18.8627,6.4568,0.10827313743494349,0.35379937871024336,0.0890356817776965,-0.027040955827585367
2002-08-01,31.1429,17.0569,0.937,16.853,11.8332,1.4525,13.0142,30.1718,16.63,0.9718,30.4188,20.1322,6.3991,-0.01694840571576617,-0.22474010190955196,-0.0792819595800619,-0.05960832660790527
2002-07-01,36.1633,16.9784,1.088,17.236,12.0602,1.4855,13.31,35.4903,18.8479,1.106,27.875,18.4848,5.864,-0.03342013649733255,0.07073852265125691,0.08743389596815443,0.021225949072326333
2002-06-01,40.8772,21.8817,1.4117,17.7877,11.9179,1.6435,14.0538,34.9032,18.5731,1.0877,28.125,18.6466,5.9166,-0.1388274588857521,-0.022221821588969903,-0.1048340513984154,-0.10489921941724045
2002-05-01,42.5789,17.1395,1.4704,18.5196,12.3753,1.7111,14.632,36.0387,19.1285,1.1231,29.8113,19.3679,5.9201,-0.23948282306660684,-0.10327594164361154,0.016820720646974152,0.007919491994108574
2002-04-01,41.5263,44.9448,1.4341,22.9947,14.9856,2.1246,18.1677,40.8667,22.0218,1.2567,29.0503,18.8753,5.7689,-0.0399684423625577,-0.039517522591727805,-0.03150718092245253,0.0009013018731569566
2002-03-01,38.0702,28.4892,1.3223,20.4185,13.2152,1.9554,18.9419,41.34,22.2637,1.2713,28.4025,18.4582,5.6403,0.0253479239908323,-0.1946154362876531,-0.08766567019812632,0.06662458075852529
2002-02-01,43.3684,41.2919,1.5063,22.4516,14.3871,2.1501,20.828,39.9867,21.5862,1.2297,33.9936,22.8622,6.4746,0.09078416654274668,0.06132401564964329,-0.01145004587826215,0.10276390240232613
2002-01-01,38.4211,13.8361,1.3345,25.1714,15.9549,2.4106,23.3511,39.4178,20.6748,1.2239,37.1795,24.9824,7.0814,-0.12216893225718284,-0.09055527593495272,0.03384491603132256,0.08319998682707053
2001-12-01,93.9658,2.8234,1.3756,23.8977,14.3313,2.222,25.6526,37.774,19.8807,1.1728,39.0625,26.2355,7.4401,0.12876942389060053,-0.10805200752941968,0.04353353196781673,-0.07211031467430318
2001-11-01,112.3834,4.4657,1.1341,22.343,13.5647,2.0775,23.9837,35.2055,18.6775,1.0931,42.3142,32.9275,7.6112,0.028168365192082767,0.04774809142098935,0.04351809188539013,0.007825818885857094
2001-10-01,113.8374,7.7838,1.0017,18.9627,11.779,1.7632,20.3552,34.375,18.5475,1.0894,40.7939,31.7716,7.3377,0.21298504610644886,0.06958505885058064,0.0729564687209514,-0.019214211621854105
2001-09-01,140.8579,27.842,1.0867,20.1836,12.0756,1.8847,29.1972,33.3681,18.0704,1.0575,37.2466,29.0416,6.6997,0.13217242756967496,0.17825924342721478,0.0399893989444966,0.03312751182050744
2001-08-01,36.6015,22.3099,1.1008,21.2458,12.6445,1.9839,30.7337,38.8194,20.7347,1.2303,38.1482,27.0821,6.5214,-0.16388204069029844,-0.08113063763016026,0.030177175548386836,-0.03739505151589806
2001-07-01,46.7655,23.1719,1.3621,22.8189,13.6059,2.1308,33.0093,34.1259,18.2118,1.1103,44.4293,31.6706,7.5952,-0.012773892096480055,-0.04999494740514687,-0.1404295439359653,0.09125529369225682
2001-06-01,40.491,20.2144,1.081,23.1141,13.2811,2.0973,46.4502,36.1888,19.2192,1.1774,41.6214,29.597,7.1152,-0.19182802996986947,-0.07303947991165338,0.14713556731725008,-0.004987140668851642
2001-05-01,20.8557,32.3901,1.3812,23.8047,13.7952,2.16,47.8379,36.1818,19.2158,1.1772,40.4356,29.8862,6.7028,0.1654146955551241,0.016433730596019602,-0.05700474194852134,-0.05063334634858885
2001-04-01,24.7126,36.0331,1.1959,19.8848,11.7748,1.8043,39.9605,35.5634,18.4622,1.1785,35.7955,26.5377,5.9336,-0.21734097459989843,-0.029008102974645955,0.00019245874947615427,0.02619610242552506
2001-03-01,16.9988,34.6265,0.8983,21.4429,12.2106,1.9032,45.8829,35.2746,18.3253,1.169,35.5587,26.3689,5.8944,0.15496333200867718,0.19712960146159775,0.026055388432499216,0.026495264863198864
2001-02-01,8.3636,30.5508,1.0644,24.0401,13.5043,2.1337,51.4403,40.0,20.5658,1.3256,37.4038,26.0807,6.1002,0.20931348667143235,-0.03613956460078549,0.008184953137326145,-0.14840600368502121
2001-01-01,9.9159,30.209,0.7321,18.2447,10.6175,1.6193,39.0395,37.9464,19.5622,1.273,44.1827,30.6398,7.2057,-0.15606930493150672,-0.10803595567497482,-0.11813381603682493,-0.0856897068690412
2000-12-01,13.0522,27.381,0.6706,21.8357,12.4077,1.8222,56.2631,37.2768,19.2448,1.2506,44.8077,31.0601,7.3077,0.4537827124549316,0.31764711161193615,0.07051495517860484,-0.04820511378495573
2000-11-01,34.6661,21.3464,0.7951,23.0033,13.0192,1.9196,59.2718,32.4107,16.9485,1.0873,54.2843,31.9331,8.5903,-0.0984856587653562,-0.08975258792042196,0.017963500287667467,-0.024200862301149706
2000-10-01,28.9062,15.6307,1.0465,26.302,14.6381,2.1949,67.7714,34.8732,18.2876,1.1858,47.5806,28.0886,7.5295,-0.15654806609182437,-0.05076131134306194,0.15013797805937656,0.03726667911643888
2000-09-01,29.795,15.0721,2.6441,32.2498,16.6613,2.6088,61.1236,34.5109,18.1155,1.1734,38.9113,23.1303,6.1576,-0.24029121215669536,-0.12541598838108015,-0.0560943234871778,0.09872949831762168
2000-08-01,27.0472,9.5824,2.2048,27.4213,14.5069,2.2182,51.972,40.0362,20.7334,1.3613,47.0965,27.5227,7.7871,-0.5774363749526386,-0.1459270371911925,0.01049902463105945,0.047194746372583474
2000-07-01,39.9469,7.1043,2.2726,26.7647,14.1999,2.1651,50.7277,43.3271,22.8181,1.4812,47.687,27.845,7.8847,0.19926208888387742,0.17608549342139979,-0.13800895364237142,-0.1414371412919394
2000-06-01,43.7303,8.511,1.8389,27.2609,11.7315,2.1277,52.5076,43.3271,22.7668,1.4812,48.8189,28.4978,8.0719,-0.02983311830537061,0.024529960616837876,-0.040167750868623675,0.0709237264734186
2000-05-01,40.5654,8.9252,2.716,28.3247,12.1366,2.2107,54.5565,41.6353,21.9561,1.4234,50.3676,31.3696,9.0065,0.24702386840673718,0.022198469489737027,0.0,0.07611273808479124
2000-04-01,36.7167,6.1682,2.9732,30.0712,12.8015,2.347,57.9204,44.1406,23.6077,1.5245,50.046,31.1517,8.949,-0.32292206417423464,-0.037556222393643535,0.04063189107751586,0.12962932342824773
2000-03-01,36.385,7.0235,2.5526,26.4537,11.1332,2.0266,42.7309,38.0859,20.6245,1.3154,45.1287,28.1604,8.0697,-0.08651627279877594,-0.058077779159957044,-0.01867795469572442,0.010433112998613048
2000-02-01,36.5205,8.8813,2.3105,28.8995,12.0488,2.214,46.6817,42.7734,22.9341,1.4772,45.625,28.6204,8.377,0.18484183491179107,0.1532802639847406,0.15897414826950484,-0.034704179287206816
2000-01-01,29.8974,8.8079,2.2896,27.7731,11.6272,2.1277,44.8622,57.6042,32.6525,1.9926,46.6518,29.2511,8.5655,0.1048198086667036,-0.0846324967283304,-0.10958916749474645,-0.1534274230294964
1999-12-01,23.6241,8.2367,2.2763,25.5361,10.7678,2.0467,50.0206,48.0208,27.5738,1.6611,47.8571,29.9915,8.7868,0.009118157802368243,0.040556927413269106,-0.20736560604324517,-0.013948549813910582
1999-11-01,22.8947,10.0872,1.8635,24.3437,10.3185,1.9511,47.6849,46.9271,26.9981,1.6233,47.0218,29.9666,9.0775,0.050447166787426445,0.04808848810890676,0.19956635250028398,-0.13254816515867862
1999-10-01,19.5395,10.2365,1.4725,29.9805,12.4425,2.4029,58.7265,41.7215,24.2196,1.4359,45.344,28.97,8.7536,0.22152877609908894,0.04898164615379663,0.02330719721493346,0.14088914961170773
1999-09-01,16.25,12.7922,1.412,31.8548,13.5558,2.5203,68.9649,38.8706,22.7238,1.3378,38.6745,24.7792,7.4661,0.2655483690649578,-0.18801693203645897,0.18523110496727035,0.2263582847074459
1999-08-01,16.5648,14.5679,1.2051,32.1425,13.6673,2.5431,69.5878,37.0614,21.7698,1.2755,43.7081,27.8735,8.3591,-0.029693207424557166,-0.02765215717464997,0.07334265528009265,-0.1933125886029734
1999-07-01,17.2932,11.4713,1.0022,33.0535,14.0205,2.6152,71.5602,45.5189,24.1519,1.509,54.0268,34.4038,10.3326,0.1717159300314366,-0.008950428552409906,0.04881684426165345,-0.012383759870738587
1999-06-01,13.5103,24.3067,0.9593,30.9927,8.7199,2.4548,54.0328,40.2123,21.4468,1.3331,57.3825,36.5142,10.9744,0.20243107409890548,-0.027563556532307576,-0.12332125908033142,-0.020816595607129562
1999-05-01,14.2674,23.9959,1.0015,27.9452,14.3856,2.2134,48.7198,43.3962,23.0632,1.4387,52.9561,33.3136,10.1116,0.051063211103360207,0.11548607775762298,0.13196470052263498,-0.0948905894382911
1999-04-01,16.8801,24.1327,0.7824,23.6787,12.4438,1.8755,41.2815,46.5593,25.6008,1.4954,51.2669,32.2434,9.7891,-0.042119348764008024,0.10905324165975427,-0.07336938378464031,0.006428028870835378
1999-03-01,16.7777,6.6008,0.7675,24.3818,12.6708,1.8737,54.9772,43.4975,23.9995,1.3971,52.3226,32.9111,9.9907,0.2799973398433766,0.1801838349978262,-0.0009931779706581212,0.11179087655840081
1999-02-01,16.8981,7.6053,0.908,26.3209,13.5442,2.0227,59.3494,43.4343,23.9665,1.395,47.3276,30.4921,9.0109,0.03231686185254512,0.045568008914261826,0.07039140155219914,-0.03913937287621938
1999-01-01,19.6429,7.6432,0.9025,26.4825,13.617,2.0352,59.7138,44.0205,24.2741,1.3783,44.6552,28.7907,8.502,-0.15478046021137948,-0.07367001066715306,0.0014534861161397128,-0.02200954937277766
1998-12-01,20.172,8.9166,0.709,25.3164,12.9523,1.8598,43.3226,40.7096,22.843,1.2746,45.9914,29.6745,8.7565,0.0061089795871813735,-0.00610206083046394,0.05710997679124086,-0.02518672245856657
1998-11-01,30.576,5.6594,0.8241,22.7676,11.8184,1.6725,38.9608,37.3312,21.0761,1.1688,44.0141,28.348,8.2945,0.28179985531398954,0.11822968503748821,0.08132763043071489,-0.04174963815263999
1998-10-01,33.9461,5.379,0.8463,19.7012,10.4542,1.4473,33.7136,31.3938,17.8023,0.961,39.8768,25.7669,7.5148,-0.13973052758402849,0.11195279972874816,0.09049801302977811,0.03700226967333542
1998-09-01,28.125,5.5241,0.6756,17.8697,9.3697,1.3089,39.3952,33.9082,18.9718,1.038,42.9577,27.7459,8.0954,-0.026230743108037857,0.1556422802034778,0.265881047500929,0.17534748470547012
1998-08-01,332.8125,5.3291,0.7501,21.0231,10.7301,1.5399,46.3473,36.2789,20.1912,1.1106,42.1415,29.9927,7.7172,0.22244471256063303,0.14290707510567136,-0.07415173288278964,-0.11516292540777329
1998-07-01,342.1874,5.5875,0.6215,18.2167,9.5195,1.3343,40.1604,37.2701,20.645,1.1166,50.8272,36.1062,9.3078,-0.09927803877963126,-0.14999997713760005,-0.06534697153470881,-0.19099394279021364
1998-06-01,343.7499,5.8045,0.5395,18.8625,9.6846,1.3809,41.6266,33.8192,18.925,1.0132,50.0,35.5231,9.1563,0.20697444793022934,0.15405554513368624,0.04050934773992387,-0.05673788147247949
1998-05-01,17.9167,4.5036,0.5547,18.6016,9.5727,1.3618,41.0509,31.0201,17.4934,0.9293,51.8939,36.5984,9.1399,0.07746427851430493,-0.0210439896574538,0.10204046253778509,0.09090868683292852
1998-04-01,20.3704,4.0495,0.5572,16.6752,8.7464,1.2208,36.7997,32.5723,18.4192,0.9722,48.2008,34.0389,8.4894,-0.027399717544033697,0.014023630332099302,0.09023507629566985,0.03294883150139172
1998-03-01,20.463,3.5902,0.4591,16.4884,8.4889,1.2485,46.5655,29.6877,16.9353,0.8861,42.2348,29.8668,7.4387,-0.00454543067308133,0.11552395617331435,-0.0034086988360712,-0.018148958319976427
1998-02-01,23.6111,4.8112,0.3559,15.5905,8.1025,1.1805,44.0296,25.521,14.8207,0.7617,47.2868,34.0109,8.1495,0.1640203562639293,-0.0033838422479008923,0.09716585701959435,0.12841525730664416
1998-01-01,11.0188,4.9491,0.2551,16.518,8.5017,1.2508,46.6491,26.8282,15.9096,0.7891,44.8643,32.3007,7.732,0.2901085266761749,0.05759406449785054,0.16326499892102375,0.05984528588720872
1997-12-01,10.4949,4.6754,0.3157,17.8178,9.1229,1.3426,41.1978,27.2534,16.1774,0.8016,40.7946,29.4276,7.0306,0.3952285013755372,-0.056152933197817334,0.011196597128674046,-0.02905371521711486
1997-11-01,10.7659,6.6505,0.3029,16.0279,8.3508,1.2077,37.0592,23.8095,14.3873,0.7003,40.9,29.3051,6.9151,-0.2605594775059257,-0.04265649356684398,-0.015601517715929658,0.06933425846845687
1997-10-01,10.9415,7.8976,0.3858,17.2483,8.8772,1.2997,39.881,25.7923,15.4318,0.757,40.4,29.0078,6.8306,0.04219868557471984,0.11167467271112397,0.14464423971285179,0.103753064889609
1997-09-01,11.4504,5.9022,0.3499,16.9283,8.5783,1.2702,26.3714,25.0,15.0782,0.7337,40.7,29.2199,6.8813,-0.2146939912674496,-0.07075459223843217,-0.042667585503470606,-0.06946051646566731
1997-08-01,11.8162,7.6897,0.2815,17.6588,8.8889,1.325,27.5095,26.4085,15.8275,0.7751,39.0625,26.2862,6.7145,-0.002873468333312812,0.047565275612827085,0.03169098837018214,0.06434024324923748
1997-07-01,9.7794,7.1025,0.2292,15.0706,7.7884,1.1308,23.4774,24.5018,14.5071,0.7198,36.6211,24.7272,6.2949,0.24285420180565054,-0.04137144321913233,-0.05333346258160743,-0.17088614587852446
1997-06-01,9.0,9.8849,0.2517,14.9406,7.4438,1.1137,27.6026,21.6486,13.1081,0.636,38.2812,25.8245,6.5802,0.22807143230523064,0.17174479396785802,0.11132115709446833,0.018629297592276828
1997-05-01,8.2941,11.0236,0.2574,13.8611,6.9967,1.0333,25.6082,20.3804,12.435,0.5987,37.8601,24.9877,6.316,-0.1428609425205284,0.04588075498236854,0.13179952862938626,-0.00729871669086235
1997-04-01,10.3675,11.3342,0.2763,11.8532,6.1651,0.8836,21.8986,20.8022,12.6844,0.6094,33.5391,22.2451,5.5951,-0.022057417554249725,0.07788131465030323,0.06222184878679138,0.07662101323648973
1997-03-01,10.5971,12.4882,0.229,12.5968,6.2641,0.9494,16.3097,19.6828,12.1006,0.5766,34.0535,22.578,5.6809,-0.0684889494487978,0.16939884496936508,0.011360957156112628,0.1438387748456198
1997-02-01,10.1706,9.1452,0.2343,13.7469,6.7389,1.0361,17.7988,17.7239,11.1148,0.5192,34.0717,22.5565,5.6556,0.12307634803262069,-0.04296557939936141,0.056871848785632784,-0.08606602680574293
1997-01-01,14.3269,8.116,0.2941,13.2759,6.5445,1.0006,17.189,17.9134,11.2185,0.5138,31.8038,21.0606,5.2791,-0.022561704153278628,-0.08366479180732023,0.11052630280356235,0.053996034218993794
1996-12-01,16.6106,7.0946,0.3036,15.0276,7.1209,1.0943,19.9402,20.0787,12.3398,0.576,31.3291,20.7475,5.2003,-0.20359037344247322,0.035478876766781964,0.04616536240193203,0.09976243038784993
1996-11-01,12.9567,5.9814,0.2894,12.1635,5.9886,0.8857,16.1398,20.8661,12.7463,0.5985,33.0786,21.8692,5.4298,-0.13471575718807915,-0.046851041149256756,-0.1078436000844264,0.03185005944626185
1996-10-01,21.6692,5.8362,0.2792,11.7392,5.8208,0.8548,15.5768,21.2702,12.8199,0.6123,31.3865,20.7211,5.152,0.048914956496067585,0.23546524830659,-0.037735654476731884,0.012376422796880338
1996-09-01,20.1722,4.4087,0.2855,16.1369,6.3188,0.8148,17.0568,21.2702,12.8166,0.6123,30.131,19.9086,4.946,0.0366171974313283,0.03614482683063813,0.004739623830679385,-0.004996420803445201
1996-08-01,46.4844,3.4016,0.259,15.1669,6.0222,0.7658,16.0315,19.3548,11.8601,0.5572,29.2045,18.6985,4.7509,-0.08505059364157963,0.09201060097218283,0.0019388040778292037,0.017500466190951247
1996-07-01,49.2188,3.5971,0.2472,13.9677,5.7541,0.7053,14.7639,20.9711,12.7509,0.6068,29.8295,19.1892,4.8526,0.10227123014061923,0.06395318342345102,0.09895807992975802,0.06666660514580602
1996-06-01,48.0469,5.4868,0.2961,14.0446,5.7265,0.7819,12.3972,21.3843,12.954,0.6188,28.9773,18.6534,4.714,0.047621026085419516,0.08585863662021875,-0.052291543872303614,-0.04081699983310971
1996-05-01,36.5234,5.9265,0.2762,14.1762,5.7686,0.7893,12.5133,19.7314,12.1231,0.5709,29.6274,18.8183,4.7468,-0.19617259883201998,-0.06952354204660827,-0.01932390391389871,0.06521780683962342
1996-04-01,18.5315,5.2612,0.2784,14.6366,5.9863,0.8149,12.9198,19.1667,12.2026,0.564,27.9447,17.7722,4.4772,0.07179540375651339,-0.009280115377474418,0.08377021080667713,0.12883399906685722
1996-03-01,19.4056,5.3603,0.2983,16.2226,6.1663,0.9244,11.2275,17.7083,11.4612,0.521,27.1034,17.3436,4.3424,-0.0076331586052998945,-0.03146019862064242,0.04033284270605342,-0.012066025751752307
1996-02-01,27.6224,5.0368,0.2996,14.3539,5.5798,0.8179,9.9342,16.9792,11.0905,0.4996,27.7778,17.4468,4.3864,-0.10681977914156682,-0.09078234595441037,0.08235266061446622,0.02476815790682707
1996-01-01,13.7107,5.8099,0.3457,12.0884,4.9418,0.6888,8.3663,17.9435,11.652,0.5645,26.5152,16.6724,4.187,-0.00452429286438405,0.1301844651276165,0.04294498165668581,0.0713101040776607
1995-12-01,12.4092,5.8846,0.4241,14.91,5.44,0.7634,8.3711,19.3548,12.3787,0.6089,26.0101,16.5103,4.1072,-0.13333177331734591,0.18741451543055354,-0.0842697352187064,0.015151127753225024
1995-11-01,12.4697,5.4425,0.404,15.0064,5.4676,0.7683,8.4252,17.4395,11.4003,0.5487,26.9079,17.3923,4.2581,-0.161331325782878,-0.05193376247803827,-0.0710208555354156,-0.0169323281843905
1995-10-01,12.3256,4.8629,0.4144,14.5821,5.4239,0.7466,8.187,20.122,12.6942,0.646,26.5132,17.1426,4.1956,0.049913990772412875,-0.00642690180749117,0.10982653116238938,0.05391321297896856
1995-09-01,13.8372,4.008,0.4968,11.8536,5.1693,0.84,6.822,19.9187,12.5948,0.6394,25.5921,16.5869,4.0499,-0.025165989849338488,0.029100052174489743,-0.12626241948250383,0.0452247989842931
1995-08-01,13.8953,4.1164,0.5199,12.4842,5.3953,0.8847,7.185,21.6463,13.4912,0.6949,25.1366,16.6626,4.0574,-0.13135809128903397,-0.08374797991723348,0.012228894309921357,0.0739303385687693
1995-07-01,13.2794,4.2044,0.5365,11.0079,4.8662,0.7801,6.3353,22.2917,14.0415,0.7212,24.2486,16.0942,3.9141,-0.044444185001403236,-0.05051733220176868,-0.07981286720902414,-0.02095316075092002
1995-06-01,12.1247,4.426,0.4963,13.6662,5.3754,0.7836,5.7573,20.7292,13.222,0.6706,22.1995,14.8346,3.5833,-0.030955706240740843,0.1341153160853008,-0.002707294747880673,0.033184615716250754
1995-05-01,10.4215,6.3555,0.4567,13.905,5.4518,0.7973,5.8579,19.7917,12.7287,0.6403,22.8693,15.185,3.6695,0.12039208674405955,0.03500331683249436,0.07537696201258903,0.034483210157017385
1995-04-01,10.9785,6.4034,0.4209,12.0681,4.8641,0.692,5.0841,21.7161,13.7513,0.714,23.7216,15.7305,3.8062,0.08660138254858474,-0.017172578179993625,0.0473683511365377,0.06021479673580887
1995-03-01,11.1575,6.0603,0.4963,14.3179,5.0292,0.6567,4.8261,20.1271,12.9101,0.6618,23.0824,15.3537,3.7037,0.08510740680983808,0.15220702527338514,-0.07130446225479625,0.03514577107543593
1995-02-01,11.4558,7.73,0.5073,13.7233,4.8668,0.6295,4.6257,19.3856,12.4514,0.6374,24.9269,16.4881,3.9753,-0.1051428922281834,0.09503017719136553,0.07894777454803048,0.024999845040776236
1995-01-01,22.2948,7.373,0.4869,13.985,4.9382,0.6415,4.7139,19.1441,11.0385,0.618,23.9035,15.8323,3.8121,-0.02167064696530352,0.043326950809635445,0.038250953502334095,0.047618396447598466
1994-12-01,22.4347,6.2401,0.4812,18.8765,6.0088,0.6198,17.03001456762953,20.9459,11.8724,0.6762,26.2427,17.3519,4.1851,0.03525756504019206,-0.018706711428081668,0.07647054574831791,0.01941798306826703
1994-11-01,21.7351,5.9583,0.558,19.877,6.2445,0.6526,17.109333348918575,21.1712,12.0494,0.6834,25.4545,16.617,3.962,0.05012866282795714,0.042414965854016495,-0.08440208375981684,0.011145607037484018
